Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GCE","Emissions from Crops","300","Greece","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.3844","E","Estimated value",""
"GCE","Emissions from Crops","308","Grenada","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.001","E","Estimated value",""
"GCE","Emissions from Crops","320","Guatemala","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","2.4177","E","Estimated value",""
"GCE","Emissions from Crops","320","Guatemala","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.2386","E","Estimated value",""
"GCE","Emissions from Crops","320","Guatemala","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","324","Guinea","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","1.5069","E","Estimated value",""
"GCE","Emissions from Crops","324","Guinea","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","187.4957","E","Estimated value",""
"GCE","Emissions from Crops","624","Guinea-Bissau","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0445","E","Estimated value",""
"GCE","Emissions from Crops","624","Guinea-Bissau","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","8.5172","E","Estimated value",""
"GCE","Emissions from Crops","328","Guyana","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0079","E","Estimated value",""
"GCE","Emissions from Crops","328","Guyana","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","49.6724","E","Estimated value",""
"GCE","Emissions from Crops","332","Haiti","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.5818","E","Estimated value",""
"GCE","Emissions from Crops","332","Haiti","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","6.2394","E","Estimated value",""
"GCE","Emissions from Crops","340","Honduras","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.9722","E","Estimated value",""
"GCE","Emissions from Crops","340","Honduras","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.513","E","Estimated value",""
"GCE","Emissions from Crops","340","Honduras","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0025","E","Estimated value",""
"GCE","Emissions from Crops","348","Hungary","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","2.6487","E","Estimated value",""
"GCE","Emissions from Crops","348","Hungary","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.8416","E","Estimated value",""
"GCE","Emissions from Crops","348","Hungary","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","1.0115","E","Estimated value",""
"GCE","Emissions from Crops","356","India","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","25.8365","E","Estimated value",""
"GCE","Emissions from Crops","356","India","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","4824.5181","E","Estimated value",""
"GCE","Emissions from Crops","356","India","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","33.8656","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","11.6934","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","2269.0724","E","Estimated value",""
"GCE","Emissions from Crops","364","Iran (Islamic Republic of)","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.1854","E","Estimated value",""
"GCE","Emissions from Crops","364","Iran (Islamic Republic of)","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","109.4099","E","Estimated value",""
"GCE","Emissions from Crops","364","Iran (Islamic Republic of)","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","7.2153","E","Estimated value",""
"GCE","Emissions from Crops","368","Iraq","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.2444","E","Estimated value",""
"GCE","Emissions from Crops","368","Iraq","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","28.5972","E","Estimated value",""
"GCE","Emissions from Crops","368","Iraq","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","2.2882","E","Estimated value",""
"GCE","Emissions from Crops","372","Ireland","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","372","Ireland","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","372","Ireland","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0507","E","Estimated value",""
"GCE","Emissions from Crops","376","Israel","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0103","E","Estimated value",""
"GCE","Emissions from Crops","376","Israel","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0548","E","Estimated value",""
"GCE","Emissions from Crops","380","Italy","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","1.6277","E","Estimated value",""
"GCE","Emissions from Crops","380","Italy","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","114.9069","E","Estimated value",""
"GCE","Emissions from Crops","380","Italy","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","1.8481","E","Estimated value",""
"GCE","Emissions from Crops","388","Jamaica","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0049","E","Estimated value",""
"GCE","Emissions from Crops","388","Jamaica","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","392","Japan","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0002","E","Estimated value",""
"GCE","Emissions from Crops","392","Japan","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","306.1209","E","Estimated value",""
"GCE","Emissions from Crops","392","Japan","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.2296","E","Estimated value",""
"GCE","Emissions from Crops","400","Jordan","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0017","E","Estimated value",""
"GCE","Emissions from Crops","400","Jordan","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0124","E","Estimated value",""
"GCE","Emissions from Crops","398","Kazakhstan","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.4396","E","Estimated value",""
"GCE","Emissions from Crops","398","Kazakhstan","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","22.6325","E","Estimated value",""
"GCE","Emissions from Crops","398","Kazakhstan","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","13.0216","E","Estimated value",""
"GCE","Emissions from Crops","404","Kenya","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","5.7665","E","Estimated value",""
"GCE","Emissions from Crops","404","Kenya","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","2.0213","E","Estimated value",""
"GCE","Emissions from Crops","404","Kenya","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.1428","E","Estimated value",""
"GCE","Emissions from Crops","414","Kuwait","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0036","E","Estimated value",""
"GCE","Emissions from Crops","414","Kuwait","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","417","Kyrgyzstan","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.2836","E","Estimated value",""
"GCE","Emissions from Crops","417","Kyrgyzstan","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","2.6393","E","Estimated value",""
"GCE","Emissions from Crops","417","Kyrgyzstan","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.2668","E","Estimated value",""
"GCE","Emissions from Crops","418","Lao People's Democratic Republic","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.3384","E","Estimated value",""
"GCE","Emissions from Crops","418","Lao People's Democratic Republic","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","91.9263","E","Estimated value",""
"GCE","Emissions from Crops","428","Latvia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","428","Latvia","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","428","Latvia","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.5381","E","Estimated value",""
"GCE","Emissions from Crops","422","Lebanon","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0027","E","Estimated value",""
"GCE","Emissions from Crops","422","Lebanon","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0443","E","Estimated value",""
"GCE","Emissions from Crops","426","Lesotho","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.1287","E","Estimated value",""
"GCE","Emissions from Crops","426","Lesotho","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0031","E","Estimated value",""
"GCE","Emissions from Crops","430","Liberia","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","3.1788","E","Estimated value",""
"GCE","Emissions from Crops","434","Libya","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0043","E","Estimated value",""
"GCE","Emissions from Crops","434","Libya","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.1821","E","Estimated value",""
"GCE","Emissions from Crops","440","Lithuania","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0545","E","Estimated value",""
"GCE","Emissions from Crops","440","Lithuania","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","440","Lithuania","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.965","E","Estimated value",""
"GCE","Emissions from Crops","442","Luxembourg","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0003","E","Estimated value",""
"GCE","Emissions from Crops","442","Luxembourg","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","442","Luxembourg","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0129","E","Estimated value",""
"GCE","Emissions from Crops","450","Madagascar","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.343","E","Estimated value",""
"GCE","Emissions from Crops","450","Madagascar","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","298.8133","E","Estimated value",""
"GCE","Emissions from Crops","450","Madagascar","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0004","E","Estimated value",""
"GCE","Emissions from Crops","454","Malawi","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","4.757","E","Estimated value",""
"GCE","Emissions from Crops","454","Malawi","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","5.2015","E","Estimated value",""
"GCE","Emissions from Crops","454","Malawi","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0006","E","Estimated value",""
"GCE","Emissions from Crops","458","Malaysia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.025","E","Estimated value",""
"GCE","Emissions from Crops","458","Malaysia","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","116.3428","E","Estimated value",""
"GCE","Emissions from Crops","462","Maldives","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0001","E","Estimated value",""
"GCE","Emissions from Crops","466","Mali","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","3.1594","E","Estimated value",""
"GCE","Emissions from Crops","466","Mali","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","64.1978","E","Estimated value",""
"GCE","Emissions from Crops","466","Mali","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0076","E","Estimated value",""
"GCE","Emissions from Crops","470","Malta","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","470","Malta","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","470","Malta","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","478","Mauritania","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0648","E","Estimated value",""
"GCE","Emissions from Crops","478","Mauritania","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","19.141","E","Estimated value",""
"GCE","Emissions from Crops","478","Mauritania","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0037","E","Estimated value",""
"GCE","Emissions from Crops","480","Mauritius","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0002","E","Estimated value",""
"GCE","Emissions from Crops","480","Mauritius","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","484","Mexico","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","19.3223","E","Estimated value",""
"GCE","Emissions from Crops","484","Mexico","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","5.5297","E","Estimated value",""
"GCE","Emissions from Crops","484","Mexico","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.6062","E","Estimated value",""
"GCE","Emissions from Crops","583","Micronesia (Federated States of)","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0002","E","Estimated value",""
"GCE","Emissions from Crops","583","Micronesia (Federated States of)","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.0228","E","Estimated value",""
"GCE","Emissions from Crops","496","Mongolia","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.3551","E","Estimated value",""
"GCE","Emissions from Crops","499","Montenegro","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0016","E","Estimated value",""
"GCE","Emissions from Crops","499","Montenegro","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0008","E","Estimated value",""
"GCE","Emissions from Crops","504","Morocco","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.1919","E","Estimated value",""
"GCE","Emissions from Crops","504","Morocco","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","1.6292","E","Estimated value",""
"GCE","Emissions from Crops","504","Morocco","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","3.0729","E","Estimated value",""
"GCE","Emissions from Crops","508","Mozambique","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","6.1732","E","Estimated value",""
"GCE","Emissions from Crops","508","Mozambique","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","20.2959","E","Estimated value",""
"GCE","Emissions from Crops","508","Mozambique","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.014","E","Estimated value",""
"GCE","Emissions from Crops","104","Myanmar","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","1.4533","E","Estimated value",""
"GCE","Emissions from Crops","104","Myanmar","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","1079.006","E","Estimated value",""
"GCE","Emissions from Crops","104","Myanmar","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0611","E","Estimated value",""
"GCE","Emissions from Crops","516","Namibia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0945","E","Estimated value",""
"GCE","Emissions from Crops","516","Namibia","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0022","E","Estimated value",""
"GCE","Emissions from Crops","524","Nepal","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","2.5857","E","Estimated value",""
"GCE","Emissions from Crops","524","Nepal","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","154.9441","E","Estimated value",""
"GCE","Emissions from Crops","524","Nepal","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.7641","E","Estimated value",""
"GCE","Emissions from Crops","528","Netherlands (Kingdom of the)","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0524","E","Estimated value",""
"GCE","Emissions from Crops","528","Netherlands (Kingdom of the)","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","528","Netherlands (Kingdom of the)","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.1176","E","Estimated value",""
"GCE","Emissions from Crops","540","New Caledonia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.003","E","Estimated value",""
"GCE","Emissions from Crops","540","New Caledonia","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0001","E","Estimated value",""
"GCE","Emissions from Crops","554","New Zealand","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.042","E","Estimated value",""
"GCE","Emissions from Crops","554","New Zealand","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","554","New Zealand","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0493","E","Estimated value",""
"GCE","Emissions from Crops","558","Nicaragua","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.8076","E","Estimated value",""
"GCE","Emissions from Crops","558","Nicaragua","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","2.1817","E","Estimated value",""
"GCE","Emissions from Crops","562","Niger","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0715","E","Estimated value",""
"GCE","Emissions from Crops","562","Niger","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","3.7633","E","Estimated value",""
"GCE","Emissions from Crops","562","Niger","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0018","E","Estimated value",""
"GCE","Emissions from Crops","566","Nigeria","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","14.85","E","Estimated value",""
"GCE","Emissions from Crops","566","Nigeria","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","465.5093","E","Estimated value",""
"GCE","Emissions from Crops","566","Nigeria","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.054","E","Estimated value",""
"GCE","Emissions from Crops","807","North Macedonia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0879","E","Estimated value",""
"GCE","Emissions from Crops","807","North Macedonia","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.8943","E","Estimated value",""
"GCE","Emissions from Crops","807","North Macedonia","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0753","E","Estimated value",""
"GCE","Emissions from Crops","578","Norway","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0731","E","Estimated value",""
"GCE","Emissions from Crops","512","Oman","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0084","E","Estimated value",""
"GCE","Emissions from Crops","512","Oman","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0012","E","Estimated value",""
"GCE","Emissions from Crops","586","Pakistan","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","3.828","E","Estimated value",""
"GCE","Emissions from Crops","586","Pakistan","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","471.8673","E","Estimated value",""
"GCE","Emissions from Crops","586","Pakistan","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","9.5091","E","Estimated value",""
"GCE","Emissions from Crops","275","Palestine","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0162","E","Estimated value",""
"GCE","Emissions from Crops","591","Panama","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.1504","E","Estimated value",""
"GCE","Emissions from Crops","591","Panama","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","1.5465","E","Estimated value",""
"GCE","Emissions from Crops","598","Papua New Guinea","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0063","E","Estimated value",""
"GCE","Emissions from Crops","598","Papua New Guinea","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.0976","E","Estimated value",""
"GCE","Emissions from Crops","600","Paraguay","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","2.97","E","Estimated value",""
"GCE","Emissions from Crops","600","Paraguay","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","25.4673","E","Estimated value",""
"GCE","Emissions from Crops","600","Paraguay","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.5193","E","Estimated value",""
"GCE","Emissions from Crops","604","Peru","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","1.1758","E","Estimated value",""
"GCE","Emissions from Crops","604","Peru","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","98.6763","E","Estimated value",""
"GCE","Emissions from Crops","604","Peru","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.1235","E","Estimated value",""
"GCE","Emissions from Crops","608","Philippines","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","6.8952","E","Estimated value",""
"GCE","Emissions from Crops","608","Philippines","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","1585.785","E","Estimated value",""
"GCE","Emissions from Crops","616","Poland","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","2.5543","E","Estimated value",""
"GCE","Emissions from Crops","616","Poland","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","616","Poland","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","2.5823","E","Estimated value",""
"GCE","Emissions from Crops","620","Portugal","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.1971","E","Estimated value",""
"GCE","Emissions from Crops","620","Portugal","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","13.1123","E","Estimated value",""
"GCE","Emissions from Crops","620","Portugal","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0326","E","Estimated value",""
"GCE","Emissions from Crops","630","Puerto Rico","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","630","Puerto Rico","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.0121","E","Estimated value",""
"GCE","Emissions from Crops","634","Qatar","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0002","E","Estimated value",""
"GCE","Emissions from Crops","634","Qatar","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","410","Republic of Korea","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0422","E","Estimated value",""
"GCE","Emissions from Crops","410","Republic of Korea","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","153.6295","E","Estimated value",""
